"Timestamp","Value"
6.110060,0
6.160020,1
6.161840,0
6.162700,1
6.165020,0
6.214980,1
6.216800,0
6.217660,1
6.219980,0
6.269960,1
6.271780,0
6.272640,1
6.274960,0
6.324920,1
6.326740,0
6.327620,1
6.329940,0
6.379900,1
6.381720,0
6.382600,1
6.384920,0
6.434880,1
6.436700,0
6.437580,1
6.439900,0
6.489860,1
6.491680,0
6.492560,1
6.494880,0
6.544820,1
6.546640,0
6.547520,1
6.549840,0
6.599780,1
6.601600,0
6.602480,1
6.604780,0
6.654740,1
6.656560,0
6.657440,1
6.659760,0
6.709720,1
6.711520,0
6.712400,1
6.714720,0
6.764680,1
6.766500,0
6.767380,1
6.769700,0
6.819660,1
6.821480,0
6.822360,1
6.824660,0
